"ISSN","TITULO","ESTRATO","ISSN_temp","Print_ISSN","E_ISSN"
"0065-101X","ACTA ARCHAEOLOGICA (PAPIRFORM)","B1","65101X",NA,NA
"0094-5765","ACTA ASTRONAUTICA","A1","945765","945765",NA
"0001-5237","ACTA ASTRONOMICA","A1","15237","15237",NA
"1672-9145","ACTA BIOCHIMICA ET BIOPHYSICA SINICA","A4","16729145","16729145","17457270"
"1726-569X","ACTA BIOETHICA (EN LÍNEA)","B4","1726569X","7175906","1726569X"
"0120-548X","ACTA BIOLOGICA COLOMBIANA","B1","120548X",NA,NA
"1742-7061","ACTA BIOMATERIALIA","A1","17427061","17427061",NA
"2236-0867","ACTA BIOMEDICA BRASILIENSIA","B1","22360867",NA,NA
"0325-2957","ACTA BIOQUÍMICA CLÍNICA LATINOAMERICANA","B4","3252957",NA,NA
"0001-5342","ACTA BIOTHEORETICA","A2","15342","15342","15728358"
"1677-941X","ACTA BOTANICA BRASILICA","B1","1677941X","1023306","1677941X"
"2526-4338","ACTA BRASILIENSIS","B1","25264338",NA,NA
"2526-432X","ACTA BRASILIENSIS","B1","2526432X",NA,NA
"0001-5385","ACTA CARDIOLOGICA (IMPRIMÉ)","B2","15385","15385","1784973X"
"0583-6050","ACTA CARSOLOGICA","B1","5836050","5836050","15802612"
"1318-0207","ACTA CHIMICA SLOVENICA (PRINT ED.)","B1","13180207","13180207","15803155"
"1508-1109","ACTA CHIROPTEROLOGICA","A3","15081109","15081109",NA
"1733-5329","ACTA CHIROPTEROLOGICA (ONLINE)","A3","17335329",NA,NA
"1233-2356","ACTA CHROMATOGRAPHICA","B2","12332356","12332356",NA
"0253-7338","ACTA CIENCIA INDICA. CHEMISTRY","B2","2537338",NA,NA
"1984-0918","ACTA CIENTÍFICA (PATOS DE MINAS)","B4","19840918",NA,NA
"1519-9800","ACTA CIENTÍFICA. CIÊNCIAS HUMANAS","B4","15199800",NA,NA
"1678-2674","ACTA CIRÚRGICA BRASILEIRA (ONLINE)","B1","16782674",NA,NA
"1909-9711","ACTA COLOMBIANA DE PSICOLOGIA","A3","19099711","1239155","19099711"
"0188-8145","ACTA COMPORTAMENTALIA","A3","1888145","1888145",NA
"2053-2733","ACTA CRYSTALLOGRAPHICA A - FOUNDATION AND ADVANCES","A2","20532733",NA,"20532733"
"2052-5206","ACTA CRYSTALLOGRAPHICA SECTION B","A1","20525206","20525192","20525206"
"2053-2296","ACTA CRYSTALLOGRAPHICA SECTION C: STRUCTURAL CHEMISTRY","A3","20532296",NA,"20532296"
"2056-9890","ACTA CRYSTALLOGRAPHICA SECTION E, CRYSTALLOGRAPHIC COMMUNICATIONS","B4","20569890",NA,"20569890"
"0108-7673","ACTA CRYSTALLOGRAPHICA. SECTION A, FOUNDATIONS OF CRYSTALLOGRAPHY","A2","1087673",NA,NA
"2053-230X","ACTA CRYSTALLOGRAPHICA. SECTION F: STRUCTURAL BIOLOGY COMMUNICATIONS","B2","2053230X",NA,"2053230X"
"0001-5547","ACTA CYTOLOGICA","B1","15547","15547","19382650"
"1938-2650","ACTA CYTOLOGICA","B1","19382650","15547","19382650"
"0001-5555","ACTA DERMATO-VENEREOLOGICA","A2","15555","15555","16512057"
"1330-027X","ACTA DERMATOVENEROLOGICA CROATICA","B2","1330027X","1330027X",NA
"0940-5429","ACTA DIABETOLOGICA (PRINT)","A2","9405429","9405429","14325233"
"2065-1430","ACTA DIDACTICA NAPOCENSIA","A3","20651430",NA,NA
"0374-1036","ACTA ENTOMOLOGICA MUSEI NATIONALIS PRAGAE","B1","3741036","3741036","18046487"
"1437-9546","ACTA ETHOLOGICA (INTERNET)","A3","14379546","8739749","14379546"
"0104-7795","ACTA FISIATRICA","A3","1047795",NA,NA
"2317-0190","ACTA FISIÁTRICA","A3","23170190",NA,NA
"0300-9033","ACTA GASTROENTEROLÓGICA LATINOAMERICANA","B3","3009033","3009033",NA
"1980-5772","ACTA GEOGRÁFICA (UFRR)","A2","19805772",NA,NA
"0001-5709","ACTA GEOLOGICA POLONICA","B1","15709","15709",NA
"1895-6572","ACTA GEOPHYSICA (DRUK)","B1","18956572","18956572","18957455"
"1861-1125","ACTA GEOTECHNICA (BERLIN. PRINT)","A2","18611125","18611125","18611133"
"0001-5792","ACTA HAEMATOLOGICA","B2","15792","15792","14219662"
"1827-9635","ACTA HERPETOLOGICA","A4","18279635","18279635","18279643"
"0065-1281","ACTA HISTOCHEMICA (PRINT)","A4","651281","651281","16180372"
"2406-6168","ACTA HORTICULTURAE","B4","24066168",NA,NA
"0567-7572","ACTA HORTICULTURAE","B4","5677572","5677572",NA
"0137-1592","ACTA ICHTHYOLOGICA ET PISCATORIA","B2","1371592","1371592","17341515"
"2316-4093","ACTA IGUAZU","B4","23164093",NA,NA
"2221-870X","ACTA IMEKO","B2","2221870X","237028X","2221870X"
"2448-6469","ACTA LATINOAMERICANA DE MATEMATICA EDUCATIVA","B3","24486469",NA,NA
"2179-975X","ACTA LIMNOLOGICA BRASILIENSIA (ONLINE)","B1","2179975X","1026712","2179975X"
"0716-0909","ACTA LITERARIA (IMPRESA)","B1","7160909","7160909","7176848"
"1359-6454","ACTA MATERIALIA (OXFORD)","A1","13596454","13596454",NA
"0001-5962","ACTA MATHEMATICA","A1","15962","15962",NA
"0236-5294","ACTA MATHEMATICA HUNGARICA (PRINT)","B2","2365294","2365294","15882632"
"0252-9602","ACTA MATHEMATICA SCIENTIA","B2","2529602","2529602",NA
"0001-5970","ACTA MECHANICA","A2","15970","15970","16196937"
"0044-6025","ACTA MEDICA IRANICA","A2","446025","446025","17359694"
"0870-399X","ACTA MÉDICA PORTUGUESA","A4","870399X",NA,NA
"1646-0758","ACTA MÉDICA PORTUGUESA","A4","16460758","870399X","16460758"
"1006-7191","ACTA METALLURGICA SINICA","A2","10067191","10067191",NA
"2594-7680","ACTA NEGÓCIOS","B4","25947680",NA,NA
"0065-1400","ACTA NEUROBIOLOGIAE EXPERIMENTALIS (DRUK)","B1","651400","651400","16890035"
"0001-6268","ACTA NEUROCHIRURGICA","A3","16268","16268","9420940"
"0300-9009","ACTA NEUROLOGICA BELGICA","B2","3009009",NA,NA
"0001-6314","ACTA NEUROLOGICA SCANDINAVICA","A2","16314","16314","16000404"
"0001-6322","ACTA NEUROPATHOLOGICA","A1","16322","16322","14320533"
"2051-5960","ACTA NEUROPATHOLOGICA COMMUNICATIONS","A1","20515960",NA,"20515960"
"1601-5215","ACTA NEUROPSYCHIATRICA","A3","16015215","9242708","16015215"
"0001-6349","ACTA OBSTETRICIA ET GYNECOLOGICA SCANDINAVICA","A3","16349","16349","16000412"
"1852-4834","ACTA ODONTOLOGICA LATINOAMERICANA","A4","18524834",NA,NA
"1502-3850","ACTA ODONTOLOGICA SCANDINAVICA","A2","15023850","16357","15023850"
"0001-6365","ACTA ODONTOLÓGICA VENEZOLANA","B4","16365",NA,NA
"1146-609X","ACTA OECOLOGICA (MONTROUGE)","A3","1146609X","1146609X",NA
"1509-409X","ACTA OF BIOENGINEERING AND BIOMECHANICS","B1","1509409X","1509409X",NA
"0284-186X","ACTA ONCOLOGICA (STOCKHOLM)","A3","284186X",NA,NA
"2027-7822","ACTA ONDONTOLÓGICA COLOMBIANA","B4","20277822",NA,NA
"1755-375X","ACTA OPHTHALMOLOGICA","A2","1755375X","1755375X","17553768"
"0001-6454","ACTA ORNITHOLOGICA","A4","16454","16454",NA
"1745-3674","ACTA ORTHOPAEDICA (PRINT)","A1","17453674","17453674","17453682"
"1413-7852","ACTA ORTOPÉDICA BRASILEIRA (IMPRESSO)","B3","14137852","14137852",NA
"0001-6489","ACTA OTO-LARYNGOLOGICA","A4","16489","16489","16512251"
"0392-100X","ACTA OTORHINOLARYNGOLOGICA ITALICA","A4","392100X",NA,NA
"2173-5735","ACTA OTORRINOLARINGOLOGICA (ENGLISH EDITION)","B4","21735735",NA,NA
"0001-6519","ACTA OTORRINOLARINGOLÓGICA ESPAÑOLA","B2","16519","16519","19883013"
"0803-5253","ACTA PAEDIATRICA (OSLO)","A2","8035253","8035253","16512227"
"0567-7920","ACTA PALAEONTOLOGICA POLONICA","A2","5677920","5677920","17322421"
"1230-2821","ACTA PARASITOLOGICA","B3","12302821","12302821","18961851"
"0103-2100","ACTA PAULISTA DE ENFERMAGEM (UNIFESP. IMPRESSO)","A3","1032100","1032100","19820194"
"0001-6640","ACTA PEDIÁTRICA ESPAÑOLA","B1","16640","16640",NA
"1330-0075","ACTA PHARMACEUTICA","A4","13300075","13300075","18469558"
"2211-3835","ACTA PHARMACEUTICA SINICA B","A1","22113835","22113835","22113843"
"1671-4083","ACTA PHARMACOLOGICA SINICA","A2","16714083","16714083","17457254"
"0587-4246","ACTA PHYSICA POLONICA. A","B1","5874246","5874246",NA
"0587-4254","ACTA PHYSICA POLONICA. B","B1","5874254","5874254",NA
"0137-5881","ACTA PHYSIOLOGIAE PLANTARUM","A3","1375881","1375881","18611664"
"1861-1664","ACTA PHYSIOLOGIAE PLANTARUM","A3","18611664","1375881","18611664"
"1748-1716","ACTA PHYSIOLOGICA (ONLINE)","A1","17481716","17481708","17481716"
"0231-424X","ACTA PHYSIOLOGICA HUNGARICA (PRINT)","B4","231424X",NA,NA
"0185-3082","ACTA POÉTICA","A4","1853082","1853082","2448735X"
"2448-735X","ACTA POÉTICA (ONLINE)","A4","2448735X","1853082","2448735X"
"0001-6837","ACTA POLONIAE PHARMACEUTICA: DRUG RESEARCH","B1","16837","16837",NA
"1210-2709","ACTA POLYTECHNICA","B1","12102709","12102709","18052363"
"1785-8860","ACTA POLYTECHNICA HUNGARICA","B1","17858860","17858860",NA
"0065-1583","ACTA PROTOZOOLOGICA (DRUK)","A3","651583","651583","16890027"
"0001-6896","ACTA PSIQUIÁTRICA Y PSICOLÓGICA DE AMÉRICA LATINA","A2","16896",NA,NA
"0001-690X","ACTA PSYCHIATRICA SCANDINAVICA","A2","1690X",NA,NA
"0001-6918","ACTA PSYCHOLOGICA","A3","16918","16918","18736297"
"2469-6676","ACTA PSYCHOPATHOLOGICA","B4","24696676",NA,NA
"0284-1851","ACTA RADIOLOGICA (1987)","A4","2841851","2841851","16000455"
"0303-464X","ACTA REUMATOLÓGICA PORTUGUESA","B3","303464X",NA,NA
"2317-8957","ACTA SCIENTIAE ET TECHNICAE","B3","23178957",NA,NA
"1679-9216","ACTA SCIENTIAE VETERINARIAE (ONLINE)","B1","16799216","16780345","16799216"
"1678-0345","ACTA SCIENTIAE VETERINARIAE (UFRGS. IMPRESSO)","B1","16780345","16780345","16799216"
"1644-0730","ACTA SCIENTIARUM POLONORUM TECHNOLOGIA ALIMENTARIA","A4","16440730","16440730",NA
"1679-9275","ACTA SCIENTIARUM. AGRONOMY (IMPRESSO)","A4","16799275","16799275","18078621"
"1806-2636","ACTA SCIENTIARUM. ANIMAL SCIENCES","B2","18062636","18062636","18078672"
"1807-863X","ACTA SCIENTIARUM. BIOLOGICAL SCIENCES (ONLINE)","B1","1807863X",NA,NA
"2178-5201","ACTA SCIENTIARUM. EDUCATION (ONLINE)","A2","21785201",NA,NA
"1679-9291","ACTA SCIENTIARUM. HEALTH SCIENCES (IMPRESSO)","B2","16799291","16799291",NA
"1679-7361","ACTA SCIENTIARUM. HUMAN AND SOCIAL SCIENCES (IMPRESSO)","B4","16797361",NA,NA
"1983-4675","ACTA SCIENTIARUM. LANGUAGE AND CULTURE (IMPRESSO)","B1","19834675","19834675","19834683"
"1806-2563","ACTA SCIENTIARUM. TECHNOLOGY (IMPRESSO)","B2","18062563","18062563","18078664"
"0102-4264","ACTA SEMIÓTICA ET LINGUÍSTICA","B3","1024264",NA,NA
"0186-6028","ACTA SOCIOLOGICA","A1","1866028",NA,NA
"0001-6993","ACTA SOCIOLOGICA (TRYKT UTG.)","A2","16993","16993","15023869"
"0001-7019","ACTA STOMATOLOGICA CROATICA","B3","17019","17019","18460410"
"1982-422X","ACTA TECNOLÓGICA","B3","1982422X",NA,NA
"0327-9286","ACTA TOXICOLÓGICA ARGENTINA","A4","3279286",NA,NA
"1851-3743","ACTA TOXICOLÓGICA ARGENTINA (ONLINE)","A4","18513743",NA,NA
"0001-706X","ACTA TROPICA","A1","1706X",NA,NA
"0001-7132","ACTA UNIVERSITATIS CAROLINAE. GEOLOGICA","B2","17132",NA,NA
"0567-8315","ACTA VETERINARIA (BEOGRAD)","A4","5678315","5678315","18207448"
"1981-5484","ACTA VETERINARIA BRASILICA","B2","19815484","19815484",NA
"0001-7213","ACTA VETERINARIA BRNO (PRINT)","B1","17213","17213","18017576"
"1751-0147","ACTA VETERINARIA SCANDINAVICA (ONLINE)","A2","17510147","44605X","17510147"
"0001-723X","ACTA VIROLOGICA (ENGLISH ED.)","B3","1723X",NA,NA
"0001-7272","ACTA ZOOLOGICA (STOCKHOLM)","A4","17272","17272","14636395"
"0065-1737","ACTA ZOOLÓGICA MEXICANA","B4","651737",NA,NA
"1463-6395","ACTA ZOOLOGICA ONLINE","A4","14636395","17272","14636395"
"1850-2032","ACTAS DE DISEÑO","B3","18502032",NA,NA
"0001-7310","ACTAS DERMO-SIFILIOGRÁFICAS (ED. IMPRESA)","B2","17310","17310","15782190"
"1139-9287","ACTAS ESPANÕLAS DE PSIQUIATRÍA","A2","11399287","11399287","15782735"
"1578-2735","ACTAS ESPAÑOLAS DE PSIQUIATRÍA","A2","15782735","11399287","15782735"
"0210-4806","ACTAS UROLÓGICAS ESPAÑOLAS","B2","2104806","2104806","16997980"
"0335-5322","ACTES DE LA RECHERCHE EN SCIENCES SOCIALES","A1","3355322","3355322",NA
"2270-4957","ACTES SÉMIOTIQUES (EN LIGNE)","A1","22704957",NA,NA
"2525-8923","ACTIO: DOCÊNCIA EM CIÊNCIAS","A3","25258923",NA,NA
"1545-4517","ACTION, CRITICISM, & THEORY FOR MUSIC EDUCATION","A2","15454517",NA,NA
"2519-7355","ACTUALIDAD BRICS- BOLETIN DE RELACIONES INTERNACIONALES","B4","25197355",NA,NA
"0304-3584","ACTUALIDADES BIOLOGICAS","B4","3043584",NA,NA
"2215-3535","ACTUALIDADES EN PSICOLOGÍA","A4","22153535",NA,NA
"1409-4703","ACTUALIDADES INVESTIGATIVAS EN EDUCACIÓN","A2","14094703",NA,NA
"0120-1700","ACTUALIDADES PEDAGÓGICAS","A4","1201700",NA,NA
"1778-4034","ACTUALITÉS DE LA CONSERVATION","B3","17784034",NA,NA
"1669-8975","ACTUALIZACIONES EN OSTEOLOGÍA (IMPRESA)","B4","16698975","16698975","16698983"
"2076-0825","ACTUATORS","B2","20760825",NA,"20760825"
"0718-0179","ACTUEL MARX INTERVENCIONES","B2","7180179",NA,NA
"0360-1293","ACUPUNCTURE & ELECTRO-THERAPEUTICS RESEARCH","B3","3601293","3601293","21679010"
"0964-5284","ACUPUNCTURE IN MEDICINE","A2","9645284","9645284","17599873"
"1983-442X","ACÚSTICA E VIBRAÇÕES","B4","1983442X",NA,NA
"1610-1928","ACUSTICA UNITED WITH ACTA ACUSTICA","A3","16101928","16101928","18619959"
"1570-8705","AD HOC NETWORKS","A2","15708705","15708705",NA
"2325-0496","ADA","B2","23250496",NA,NA
"0736-5829","ADAPTED PHYSICAL ACTIVITY QUARTERLY","A2","7365829","7365829","15432777"
"1543-2777","ADAPTED PHYSICAL ACTIVITY QUARTERLY","A2","15432777","7365829","15432777"
"0965-2140","ADDICTION (ABINGDON. PRINT)","A1","9652140","9652140","13600443"
"1355-6215","ADDICTION BIOLOGY (PRINT)","A1","13556215","13556215","13691600"
"1606-6359","ADDICTION RESEARCH & THEORY","A2","16066359","16066359","14767392"
"1940-0640","ADDICTION SCIENCE & CLINICAL PRACTICE","A1","19400640","19400632","19400640"
"0306-4603","ADDICTIVE BEHAVIORS","A1","3064603","3064603",NA
"2352-8532","ADDICTIVE BEHAVIORS REPORTS","B1","23528532",NA,"23528532"
"1866-6116","ADHD - ATTENTION DEFICIT AND HYPERACTIVITY DISORDERS","A4","18666116","18666116","18666647"
"1551-9899","ADHOC & SENSOR WIRELESS NETWORKS","B1","15519899","15519899","15520633"
"1518-9929","ADM. MADE (UNIVERSIDADE ESTÁCIO DE SÁ)","A4","15189929",NA,NA
"1692-0279","AD-MINISTER","B1","16920279",NA,NA
"2316-7548","ADMINISTRAÇÃO DE EMPRESAS EM REVISTA","B4","23167548",NA,NA
"2175-5787","ADMINISTRAÇÃO PÚBLICA E GESTÃO SOCIAL","A4","21755787",NA,NA
"2177-6083","ADMINISTRAÇÃO: ENSINO E PESQUISA","A3","21776083",NA,NA
"2500-5227","ADMINISTRACIÓN Y DESARROLLO (VERSÃO DIGITAL)","B4","25005227",NA,NA
"1015-4833","ADMINISTRATIO PUBLICA","A3","10154833",NA,NA
"0894-587X","ADMINISTRATION AND POLICY IN MENTAL HEALTH","A1","894587X",NA,NA
"1005-0078","ADMINISTRATIVE LAW REVIEW","B1","10050078",NA,NA
"0001-8392","ADMINISTRATIVE SCIENCE QUARTERLY","A1","18392","18392","19303815"
"2076-3387","ADMINISTRATIVE SCIENCES","B1","20763387",NA,NA
"0751-7696","ADOLESCENCE (PARIS)","B1","7517696",NA,NA
"2177-5281","ADOLESCÊNCIA & SAÚDE","B4","21775281","16799941","21775281"
"1679-9941","ADOLESCÊNCIA & SAÚDE (UERJ)","B4","16799941","16799941","21775281"
"0929-5607","ADSORPTION (BOSTON)","A2","9295607","9295607","15728757"
"0263-6174","ADSORPTION SCIENCE & TECHNOLOGY","B1","2636174","2636174",NA
"0342-7633","ADULT EDUCATION AND DEVELOPMENT","B4","3427633",NA,NA
"2119-0275","ADVANCED ELECTROMAGNETICS","B1","21190275",NA,"21190275"
"2199-160X","ADVANCED ELECTRONIC MATERIALS","A2","2199160X","2199160X",NA
"1474-0346","ADVANCED ENGINEERING INFORMATICS","A1","14740346","14740346",NA
"1438-1656","ADVANCED ENGINEERING MATERIALS (PRINT)","A1","14381656","14381656","15272648"
"1616-301X","ADVANCED FUNCTIONAL MATERIALS (PRINT)","A1","1616301X","1616301X",NA
"2192-2659","ADVANCED HEALTHCARE MATERIALS","A1","21922659","21922640","21922659"
"1521-4095","ADVANCED MATERIALS (ONLINE)","A1","15214095","9359648","15214095"
"0935-9648","ADVANCED MATERIALS (WEINHEIM PRINT)","A1","9359648","9359648","15214095"
"2196-7350","ADVANCED MATERIALS INTERFACES","A2","21967350",NA,"21967350"
"1841-4311","ADVANCED MODELLING AND OPTIMIZATION","A4","18414311",NA,NA
"1536-1365","ADVANCED NONLINEAR STUDIES","A2","15361365","15361365","21690375"
"2195-1071","ADVANCED OPTICAL MATERIALS","A1","21951071",NA,"21951071"
"2251-7308","ADVANCED PHARMACEUTICAL BULLETIN","A3","22517308","22285881","22517308"
"0921-8831","ADVANCED POWDER TECHNOLOGY (PRINT)","A2","9218831","9218831","15685527"
"0169-1864","ADVANCED ROBOTICS (PRINT)","A4","1691864","1691864","15685535"
"2164-6627","ADVANCED SCIENCE, ENGINEERING AND MEDICINE","B2","21646627",NA,NA
"1615-4150","ADVANCED SYNTHESIS & CATALYSIS (PRINT)","A1","16154150","16154150","16154169"
"0974-6803","ADVANCES AND APPLICATIONS IN MATHEMATICAL SCIENCES","B4","9746803",NA,NA
"0065-2113","ADVANCES IN AGRONOMY","A1","652113","652113",NA
"2307-8316","ADVANCES IN ANIMAL AND VETERINARY SCIENCES","B3","23078316","23093331","23078316"
"2040-4700","ADVANCES IN ANIMAL BIOSCIENCES","B4","20404700",NA,NA
"2163-9353","ADVANCES IN ANTHROPOLOGY","A3","21639353",NA,NA
"1743-6753","ADVANCES IN APPLIED CERAMICS (PRINT)","A4","17436753","17436753","17436761"
"0188-7009","ADVANCES IN APPLIED CLIFFORD ALGEBRAS","B3","1887009","1887009",NA
"2070-0733","ADVANCES IN APPLIED MATHEMATICS AND MECHANICS","B1","20700733","20700733","20751354"
"0001-8678","ADVANCES IN APPLIED PROBABILITY","A4","18678","18678","14756064"
"2165-4336","ADVANCES IN APPLIED SOCIOLOGY (ONLINE)","B3","21654336",NA,NA
"2162-2191","ADVANCES IN BIOLOGICAL CHEMISTRY","A3","21622191",NA,NA
"2212-4926","ADVANCES IN BIOLOGICAL REGULATION","A1","22124926","22124926","22124934"
"2156-8502","ADVANCES IN BIOSCIENCE AND BIOTECHNOLOGY","B1","21568502",NA,NA
"1864-8258","ADVANCES IN CALCULUS OF VARIATIONS","A1","18648258","18648258","18648266"
"1864-8266","ADVANCES IN CALCULUS OF VARIATIONS","A1","18648266","18648258","18648266"
"0951-7197","ADVANCES IN CEMENT RESEARCH","A4","9517197","9517197","17517605"
"2160-0392","ADVANCES IN CHEMICAL ENGINEERING AND SCIENCE","B2","21600392",NA,NA
"1548-5595","ADVANCES IN CHRONIC KIDNEY DISEASE (PRINT)","A2","15485595","15485595","15485609"
"1687-8094","ADVANCES IN CIVIL ENGINEERING (ONLINE)","A4","16878094","16878086","16878094"
"1687-8086","ADVANCES IN CIVIL ENGINEERING (PRINT)","A4","16878086","16878086","16878094"
"0065-2423","ADVANCES IN CLINICAL CHEMISTRY","A1","652423","652423",NA
"0001-8686","ADVANCES IN COLLOID AND INTERFACE SCIENCE (PRINT)","A1","18686","18686",NA
"0219-5259","ADVANCES IN COMPLEX SYSTEMS","B3","2195259","2195259",NA
"1019-7168","ADVANCES IN COMPUTATIONAL MATHEMATICS","A3","10197168","10197168","15729044"
"2287-5301","ADVANCES IN CONCRETE CONSTRUCTION","B1","22875301","22875301","2287531X"
"1687-8108","ADVANCES IN CONDENSED MATTER PHYSICS (PRINT)","B2","16878108","16878108","16878124"
"0098-9258","ADVANCES IN CONSUMER RESEARCH","A3","989258",NA,NA
"1862-5347","ADVANCES IN DATA ANALYSIS AND CLASSIFICATION","A4","18625347","18625347","18625355"
"2424-9238","ADVANCES IN DATA SCIENCE AND ADAPTIVE ANALYSIS","B4","24249238",NA,NA
"0895-9374","ADVANCES IN DENTAL RESEARCH","A1","8959374","8959374","15440737"
"1544-0737","ADVANCES IN DENTAL RESEARCH (ONLINE)","A1","15440737","8959374","15440737"
"1523-4223","ADVANCES IN DEVELOPING HUMAN RESOURCES","A2","15234223","15234223","15523055"
"1079-9389","ADVANCES IN DIFFERENTIAL EQUATIONS","A1","10799389","10799389",NA
"2255-2863","ADVANCES IN DISTRIBUTED COMPUTING AND ARTIFICIAL INTELLIGENCE JOURNAL","B3","22552863",NA,NA
"0065-2504","ADVANCES IN ECOLOGICAL RESEARCH","A1","652504","652504",NA
"1582-7445","ADVANCES IN ELECTRICAL AND COMPUTER ENGINEERING (PRINT)","A4","15827445","15827445","18447600"
"0965-9978","ADVANCES IN ENGINEERING SOFTWARE","A1","9659978","9659978","18735339"
"1093-0191","ADVANCES IN ENVIRONMENTAL RESEARCH (PRINT)","B3","10930191",NA,NA
"0065-2598","ADVANCES IN EXPERIMENTAL MEDICINE AND BIOLOGY","A4","652598","652598",NA
"1529-2126","ADVANCES IN GENDER RESEARCH","A3","15292126","15292126",NA
"1615-715X","ADVANCES IN GEOMETRY (PRINT)","A4","1615715X","1615715X","16157168"
"1382-4996","ADVANCES IN HEALTH SCIENCES EDUCATION","A1","13824996","13824996","15731677"
"1687-7357","ADVANCES IN HIGH ENERGY PHYSICS","B1","16877357","16877357","16877365"
"2327-0446","ADVANCES IN HISTORICAL STUDIES","B3","23270446",NA,NA
"0394-6169","ADVANCES IN HORTICULTURAL SCIENCE","B2","3946169","3946169","15921573"
"1687-5893","ADVANCES IN HUMAN-COMPUTER INTERACTION (PRINT)","B1","16875893","16875893","16875907"
"2194-5357","ADVANCES IN INTELLIGENT SYSTEMS AND COMPUTING","B3","21945357","21945357",NA
"1474-7979","ADVANCES IN INTERNATIONAL MARKETING","A3","14747979",NA,NA
"2161-6825","ADVANCES IN INTERNET OF THINGS (ONLINE)","B4","21616825",NA,NA
"0938-5495","ADVANCES IN KNOWLEDGE ORGANIZATION","B1","9385495",NA,NA
"2095-3127","ADVANCES IN MANUFACTURING (IMPRESSO)","A3","20953127","20953127","21953597"
"0065-2881","ADVANCES IN MARINE BIOLOGY","A2","652881","652881",NA
"1687-8434","ADVANCES IN MATERIALS SCIENCE AND ENGINEERING (PRINT)","A3","16878434","16878434","16878442"
"1687-9120","ADVANCES IN MATHEMATICAL PHYSICS (PRINT)","B3","16879120","16879120","16879139"
"1343-4373","ADVANCES IN MATHEMATICAL SCIENCES AND APPLICATIONS","B2","13434373",NA,NA
"0001-8708","ADVANCES IN MATHEMATICS (NEW YORK. 1965)","A1","18708","18708","10902082"
"1930-5346","ADVANCES IN MATHEMATICS OF COMMUNICATIONS","B1","19305346","19305346","19305338"
"1930-5338","ADVANCES IN MATHEMATICS OF COMMUNICATIONS (ONLINE)","B1","19305338","19305346","19305338"
"1687-8140","ADVANCES IN MECHANICAL ENGINEERING","B1","16878140","16878132","16878140"
"1179-7258","ADVANCES IN MEDICAL EDUCATION AND PRACTICE","A3","11797258",NA,NA
"1898-4002","ADVANCES IN MEDICAL SCIENCES","A1","18984002",NA,NA
"1687-9309","ADVANCES IN METEOROLOGY","A4","16879309","16879309","16879317"
"2165-3402","ADVANCES IN MICROBIOLOGY","B2","21653402",NA,NA
"2165-3410","ADVANCES IN MICROBIOLOGY","B2","21653410",NA,NA
"2287-237X","ADVANCES IN NANO RESEARCH","A4","2287237X","2287237X","22872388"
"1536-0903","ADVANCES IN NEONATAL CARE (PRINT)","A3","15360903","15360903","15360911"
"2156-5376","ADVANCES IN NUTRITION","A1","21565376","21618313","21565376"
"1687-6407","ADVANCES IN OPTICAL TECHNOLOGIES","B2","16876407",NA,NA
"1943-8206","ADVANCES IN OPTICS AND PHOTONICS","A1","19438206","19438206",NA
"1879-808X","ADVANCES IN PARALLEL COMPUTING (ONLINE)","B3","1879808X","9275452","1879808X"
"0065-308X","ADVANCES IN PARASITOLOGY","A1","65308X",NA,NA
"1687-6334","ADVANCES IN PHARMACOLOGICAL SCIENCES (PRINT)","A2","16876334","16876334","16876342"
"2164-0408","ADVANCES IN PHYSICAL EDUCATION","B4","21640408",NA,NA
"1043-4046","ADVANCES IN PHYSIOLOGY EDUCATION","A3","10434046","10434046","15221229"
"1098-2329","ADVANCES IN POLYMER TECHNOLOGY","A3","10982329","7306679","10982329"
"0730-6679","ADVANCES IN POLYMER TECHNOLOGY (PRINT)","A3","7306679","7306679","10982329"
"1876-1623","ADVANCES IN PROTEIN CHEMISTRY AND STRUCTURAL BIOLOGY","B1","18761623","18761623","18761631"
"2348-0394","ADVANCES IN RESEARCH","B3","23480394",NA,NA
"1983-8611","ADVANCES IN SCIENTIFIC AND APPLIED ACCOUNTING","A2","19838611",NA,NA
"1527-7941","ADVANCES IN SKIN & WOUND CARE","A3","15277941","15277941","15388654"
"2055-0286","ADVANCES IN SOCIAL SCIENCES RESEARCH JOURNAL","B3","20550286",NA,NA
"0273-1177","ADVANCES IN SPACE RESEARCH","A3","2731177","2731177","18791948"
"1369-4332","ADVANCES IN STRUCTURAL ENGINEERING","A4","13694332","13694332",NA
"1095-0761","ADVANCES IN THEORETICAL AND MATHEMATICAL PHYSICS (PRINT)","A1","10950761","10950761",NA
"0741-238X","ADVANCES IN THERAPY","A2","741238X",NA,NA
"1687-5915","ADVANCES IN TRIBOLOGY","B1","16875915","16875915","16875923"
"1687-6369","ADVANCES IN UROLOGY (PRINT)","B2","16876369","16876369","16876377"
"0309-1708","ADVANCES IN WATER RESOURCES","A1","3091708","3091708",NA
"2162-1934","ADVANCES IN WOUND CARE","A1","21621934","21621918","21621934"
"1808-883X","ADVÉRBIO (FAG)","A4","1808883X",NA,NA
"1518-3769","ADVIR (ASDUERJ)","B3","15183769",NA,NA
"2177-3416","ADVOCATUS","B2","21773416",NA,NA
